gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000029254,2.309815144,0.170827095,0.626281514,0.272764071,0.78503458,0.87653763
ENSMUSG00000035898,1260.753493,-0.410514004,0.116262913,-3.530911035,0.000414131,0.002320033
ENSMUSG00000029255,0.037347066,0,3.777781541,0,1,NA
ENSMUSG00000061259,0.524370596,0.89323445,1.598586058,0.55876532,0.576321893,NA
ENSMUSG00000072845,39.99183017,0.842153444,0.472464376,1.78246972,0.074672665,0.175196096
ENSMUSG00000079451,0.04881993,0,3.777781541,0,1,NA
ENSMUSG00000054537,0.086488959,0.004345465,3.777781541,0.001150269,0.999082218,NA
ENSMUSG00000035851,5489.193597,-0.056011906,0.060206064,-0.930336618,0.352196824,0.537123745
ENSMUSG00000029260,0.037347066,0,3.777781541,0,1,NA
ENSMUSG00000104802,5.93431592,-0.330722461,0.411438759,-0.803819413,0.421501276,0.604891394
ENSMUSG00000035811,0.099358272,0,3.777781541,0,1,NA
ENSMUSG00000070704,0.356362789,-1.184808452,1.701142108,-0.696478234,0.486129383,NA
ENSMUSG00000054630,17.72137401,-0.376024298,0.230821623,-1.629068773,0.103298461,0.224758049
ENSMUSG00000106677,1.758927286,0.304491984,0.927022795,0.32846224,0.74256219,0.849749304
ENSMUSG00000029268,0.22522466,0.416551701,2.265395629,0.183875918,0.854110797,NA
ENSMUSG00000029273,1.132859854,0.643197999,0.88887271,0.72361092,0.469304636,0.645119541
ENSMUSG00000029272,0.246415653,0.329424352,2.578709393,0.127747761,0.898348592,NA
ENSMUSG00000009580,0.053063109,-0.407846461,3.777781541,-0.10795925,0.914028017,NA
ENSMUSG00000001622,0.309868838,0.004349678,2.430615053,0.001789538,0.998572156,NA
ENSMUSG00000029280,0.309731343,0.004356459,2.16459427,0.002012598,0.99839418,NA
ENSMUSG00000007907,0.132451945,0.828728848,3.488496397,0.237560471,0.812222012,NA
ENSMUSG00000126970,0.145058846,-0.407840772,3.777781541,-0.107957744,0.914029212,NA
ENSMUSG00000029282,0.049679136,0,3.777781541,0,1,NA
ENSMUSG00000067149,15.26415153,0.342182985,0.259292728,1.319678294,0.18694245,0.346979816
ENSMUSG00000070697,1213.10521,0.077195767,0.044157337,1.748197951,0.080429756,0.185678251
ENSMUSG00000120316,8.752231074,0.40115034,0.348102987,1.152389826,0.24916092,0.425804989
ENSMUSG00000029291,11137.40359,-0.108642654,0.03607728,-3.011387089,0.002600571,0.01120556
ENSMUSG00000044221,4617.138874,0.114243118,0.029578231,3.862405407,0.000112276,0.000755352
ENSMUSG00000006262,910.8153051,0.054614093,0.133299892,0.409708454,0.682019828,0.811580853
ENSMUSG00000029366,1149.427446,-0.073277693,0.045564753,-1.608210036,0.107789186,0.231957138
ENSMUSG00000060961,23299.15168,0.081956869,0.073796732,1.110575859,0.266750959,0.4456411
ENSMUSG00000035540,0.369489348,-0.202255634,2.114864551,-0.095635266,0.923810255,NA
ENSMUSG00000106534,0.602513083,-0.005638073,1.339997302,-0.004207525,0.99664289,NA
ENSMUSG00000035528,1.151771881,0.703413837,0.940291892,0.748080296,0.454411726,0.633526785
ENSMUSG00000043635,1382.859347,0.494572767,0.101267694,4.883815827,1.04E-06,1.20E-05
ENSMUSG00000035505,318.3367816,-0.01223895,0.062832119,-0.194788109,0.845558832,0.91367159
ENSMUSG00000055204,6006.368914,-0.086939399,0.06655591,-1.306261151,0.191463764,0.353097441
ENSMUSG00000054945,102.1316983,0.332663541,0.113044877,2.942756457,0.003253042,0.013597944
ENSMUSG00000054932,14.19548911,-0.188839535,0.294330963,-0.64158909,0.521140018,0.689718689
ENSMUSG00000029369,0.456164661,1.101327055,1.422355847,0.774297836,0.438754683,NA
ENSMUSG00000070690,0.228438589,0.857784716,3.043689686,0.281823972,0.778078489,NA
ENSMUSG00000029370,222.7629723,0.096794616,0.076771588,1.260812999,0.207376229,0.373370907
ENSMUSG00000029371,13.39505057,1.615033953,0.357343015,4.519562119,6.20E-06,5.97E-05
ENSMUSG00000029372,5.493308977,1.719325204,0.653847886,2.629549227,0.008549815,0.030653184
ENSMUSG00000029373,19.66198799,-0.959802925,0.23600896,-4.066807149,4.77E-05,0.000359379
ENSMUSG00000029379,0.051913892,0.416533056,3.777781541,0.11025864,0.912204257,NA
ENSMUSG00000029380,6.206097609,1.019855427,0.419201097,2.43285486,0.014980304,0.048783492
ENSMUSG00000058427,0.395707713,1.022185098,1.648967839,0.619893896,0.535327645,NA
ENSMUSG00000029376,270.544895,0.263767939,0.103638099,2.545086611,0.010925064,0.037693834
ENSMUSG00000035020,1.018426128,1.281015285,1.187629796,1.078631817,0.280751892,0.461074094
ENSMUSG00000107350,0.218148214,0.416545017,2.631583547,0.15828683,0.874230786,NA
ENSMUSG00000029377,0.043561694,0.416533056,3.777781541,0.11025864,0.912204257,NA
ENSMUSG00000029378,0.392911458,-2.183660591,1.997330595,-1.093289512,0.274266706,NA
ENSMUSG00000107198,4.071587332,0.628446724,0.489297671,1.284385276,0.199007182,0.362755335
ENSMUSG00000082361,7.138637444,-0.536601848,0.424247118,-1.264833221,0.20593112,0.371272288
ENSMUSG00000034981,577.8917796,-0.129535671,0.117173422,-1.105503868,0.268941319,0.447954507
ENSMUSG00000029397,1543.865582,0.12968341,0.067094483,1.932847597,0.053254975,0.134853908
ENSMUSG00000121865,151.3690002,-0.059918038,0.098013199,-0.611326217,0.540983638,0.70644013
ENSMUSG00000096035,0.715731449,0.940720315,1.17712892,0.79916507,0.424194703,NA
ENSMUSG00000029403,807.5942565,-0.003106551,0.070761257,-0.043901864,0.96498263,0.98261295
ENSMUSG00000029405,10696.94685,-0.12219006,0.052057052,-2.347233585,0.018913394,0.058913397
ENSMUSG00000029407,4370.769014,0.0740128,0.035174447,2.10416384,0.035364158,0.097414402
ENSMUSG00000084111,10.69476477,0.229286853,0.335052282,0.684331567,0.493765818,0.666475144
ENSMUSG00000029409,0.258339222,-0.736568927,2.527823147,-0.291384675,0.770757134,NA
ENSMUSG00000029410,61.94548201,-0.647865685,0.143632639,-4.510574263,6.47E-06,6.18E-05
ENSMUSG00000029413,1362.972134,0.107992759,0.049652804,2.174957912,0.02963327,0.084560389
ENSMUSG00000029415,1106.986977,0.221408831,0.06495518,3.408640084,0.000652876,0.003406865
ENSMUSG00000029417,2.239672485,0.102502733,0.814373481,0.125866983,0.899837219,0.944732828
ENSMUSG00000034842,122.7625424,0.130700194,0.094793311,1.378791322,0.167959103,0.321735471
ENSMUSG00000034855,9.872071099,0.207048392,0.397675483,0.520646609,0.602612974,0.75360201
ENSMUSG00000034826,807.8875989,0.201194843,0.061138459,3.290806558,0.000999006,0.004933133
ENSMUSG00000029426,2890.975696,-0.177650269,0.070216333,-2.530041965,0.011404889,0.039033908
ENSMUSG00000057068,19.92139278,-0.01001512,0.262558543,-0.038144333,0.969572605,0.984968085
ENSMUSG00000047963,40.3332361,-0.834051938,0.176122759,-4.735628396,2.18E-06,2.34E-05
ENSMUSG00000050050,6.66198135,0.271036975,0.462985912,0.585410848,0.558271496,0.719350694
ENSMUSG00000029381,238.5586212,0.201045296,0.21488997,0.935573196,0.349492981,0.534406765
ENSMUSG00000106930,5.593355521,0.193674843,0.467356315,0.414405105,0.678577451,0.808732272
ENSMUSG00000045314,1540.472284,-0.161975722,0.068105378,-2.378310287,0.017392184,0.055086385
ENSMUSG00000058013,4555.93623,-0.257770335,0.04381156,-5.883614563,4.01E-09,8.29E-08
ENSMUSG00000063015,12761.44795,-0.025521775,0.06272547,-0.406880569,0.684095708,0.813151869
ENSMUSG00000029384,7.837144588,0.278622987,0.34887947,0.798622478,0.42450935,0.60762894
ENSMUSG00000029385,3246.344007,-0.093402939,0.068164538,-1.370257052,0.170606675,0.324932738
ENSMUSG00000121889,0.087053526,0.416529805,3.777781541,0.11025778,0.91220494,NA
ENSMUSG00000096617,1.716539812,0.511171829,0.757961593,0.674403338,0.500054921,0.671589797
ENSMUSG00000023078,0.758834224,0.817809996,1.129039686,0.724341231,0.46885627,NA
ENSMUSG00000034724,3685.46804,-0.018396384,0.06653507,-0.276491542,0.782170555,0.874892307
ENSMUSG00000029486,808.4643715,-0.001491294,0.051244219,-0.029101701,0.976783479,0.988863135
ENSMUSG00000034687,212.279709,-0.07420061,0.141779725,-0.523351347,0.600729775,0.75228874
ENSMUSG00000029484,490.0197472,0.53530117,0.082455403,6.492008429,8.47E-11,2.47E-09
ENSMUSG00000106357,0.246432923,0.416534619,3.005429795,0.138594027,0.889770963,NA
ENSMUSG00000105283,5.069539669,-0.895563759,0.444563635,-2.014478219,0.043959349,0.115999122
ENSMUSG00000034663,628.0271939,-0.174054017,0.084516023,-2.059420341,0.039453989,0.10629238
ENSMUSG00000055725,496.4573934,-0.098840992,0.0537114,-1.840223716,0.0657354,0.158969698
ENSMUSG00000104717,0.089298557,0.00434411,3.777781541,0.00114991,0.999082504,NA
ENSMUSG00000029338,91.98963418,-0.131604177,0.111917584,-1.175902599,0.2396338,0.414350894
ENSMUSG00000105441,0.095077721,0.004345465,3.777781541,0.001150269,0.999082218,NA
ENSMUSG00000098073,0.040094581,0.416533056,3.777781541,0.11025864,0.912204257,NA
ENSMUSG00000035456,1097.185283,0.087239161,0.110448128,0.789865463,0.429606343,0.611968285
ENSMUSG00000029337,59.16288876,0.422671507,0.138110777,3.060380349,0.002210561,0.009739739
ENSMUSG00000057816,16.37920001,-0.003046813,0.267025,-0.011410216,0.990896162,0.995542862
ENSMUSG00000105814,57.79225965,0.059934837,0.157745911,0.379945423,0.703985928,0.825874842
ENSMUSG00000029335,13.80938381,0.351396274,0.366587035,0.958561652,0.337779619,0.522036018
ENSMUSG00000029334,76.30195327,0.156458855,0.330588108,0.473274298,0.636017496,0.778935159
ENSMUSG00000089809,474.7324352,0.138448299,0.081208257,1.704854952,0.08822148,0.199373873
ENSMUSG00000105686,7.681245667,0.351360473,0.38655978,0.908942136,0.36338067,0.548096885
ENSMUSG00000089809,22.03484958,0.4481349,0.221523253,2.02297002,0.043076239,0.114096798
ENSMUSG00000104753,0.4806994,0.008266788,1.372774026,0.006021958,0.995195202,NA
ENSMUSG00000105218,21.93596385,0.328326952,0.285291046,1.150849131,0.249794308,0.426612994
ENSMUSG00000105078,4.250921202,-0.152278972,0.473238941,-0.321780307,0.747619134,0.853256665
ENSMUSG00000000568,7629.169531,0.100433308,0.063826881,1.57352681,0.115596885,0.244227404
ENSMUSG00000029328,10384.76506,0.136505357,0.065494014,2.084241732,0.037138185,0.101193617
ENSMUSG00000029326,969.4111124,-0.181292253,0.045644,-3.97187476,7.13E-05,0.000512937
ENSMUSG00000050640,1139.25887,0.123838197,0.064686423,1.914438793,0.055564113,0.139654992
ENSMUSG00000086259,0.966229717,-0.089990749,1.220056453,-0.073759496,0.941201757,0.968238268
ENSMUSG00000100157,1.210806049,2.103140555,1.007014941,2.088489922,0.036753664,0.10038612
ENSMUSG00000035325,3679.009246,0.167837218,0.03591254,4.673498968,2.96E-06,3.08E-05
ENSMUSG00000097772,121.7654283,0.337484516,0.108505091,3.11031043,0.001868908,0.008445586
ENSMUSG00000118665,616.9829226,0.068184878,0.056405798,1.208827465,0.226729138,0.39817067
ENSMUSG00000105181,0.040094581,0.416533056,3.777781541,0.11025864,0.912204257,NA
ENSMUSG00000035297,2404.83619,-0.041066213,0.048012809,-0.855317845,0.392375211,0.576142751
ENSMUSG00000029322,6.378122749,0.361469961,0.606527887,0.595965938,0.551197982,0.713697809
ENSMUSG00000029319,1613.295463,-0.137623751,0.056686329,-2.427812007,0.015190215,0.049314058
ENSMUSG00000035273,13.82807182,0.735721288,0.425888235,1.727498501,0.084078174,0.192245304
ENSMUSG00000035266,974.5922916,0.038772021,0.089197568,0.43467576,0.663797795,0.798561272
ENSMUSG00000016833,596.0799321,0.251393106,0.06885698,3.650945881,0.000261276,0.001568051
ENSMUSG00000035234,250.2441106,0.089939144,0.072314121,1.243728658,0.213599445,0.381359224
ENSMUSG00000029314,222.6864748,0.016966341,0.080744375,0.210124129,0.833570793,0.906151968
ENSMUSG00000035187,4.8881473,0.803220289,0.474937994,1.691210852,0.090796539,0.203768092
ENSMUSG00000106164,15.76553461,0.476791996,0.388027652,1.22875778,0.219162636,0.388391537
ENSMUSG00000122648,0.037347066,0,3.777781541,0,1,NA
ENSMUSG00000029330,5428.847282,0.00906287,0.041108811,0.220460522,0.825512515,0.901319888
ENSMUSG00000043940,12339.99904,-0.102154858,0.09735275,-1.049326887,0.294027695,0.475334834
ENSMUSG00000057315,213.7229427,0.155164885,0.167556632,0.926044422,0.354422895,0.539108813
ENSMUSG00000046709,9914.662079,-0.083605136,0.047837701,-1.747682973,0.080518939,0.185812936
ENSMUSG00000034573,727.2518201,-0.238813951,0.067810795,-3.52176893,0.000428678,0.002386041
ENSMUSG00000029321,5.386732141,0.749895896,0.470621231,1.593417056,0.111066662,0.236938696
ENSMUSG00000029320,0.080450118,-0.407849713,3.777781541,-0.10796011,0.914027334,NA
ENSMUSG00000029313,2233.707096,0.110443051,0.082845051,1.333127918,0.182489829,0.341057307
ENSMUSG00000029312,1303.55162,-0.077468898,0.049244789,-1.57313901,0.115686634,0.244330661
ENSMUSG00000034528,0.76868241,-0.178559554,1.253996815,-0.14239235,0.886770104,NA
ENSMUSG00000029311,1216.688934,0.285448293,0.078957885,3.615196802,0.00030012,0.001758358
ENSMUSG00000029310,1562.311921,0.369333641,0.039357105,9.384166899,6.34E-21,9.19E-19
ENSMUSG00000093690,0.850904553,-0.488469748,1.067142607,-0.45773615,0.647142013,NA
ENSMUSG00000091034,7.717567033,0.679484222,0.434280717,1.564619829,0.117672077,0.247431128
ENSMUSG00000029309,98491.36682,0.005697085,0.040722952,0.139898632,0.888740082,0.938635777
ENSMUSG00000053268,16.6972631,-0.172737755,0.294524572,-0.586496924,0.557541628,0.718841308
ENSMUSG00000029307,638.8792629,-0.016025881,0.090004542,-0.178056356,0.858678717,0.921044732
ENSMUSG00000029306,2.358891076,-1.691693542,0.888886066,-1.903161279,0.057019504,0.142527073
ENSMUSG00000053863,0.164804681,0.756557108,2.784019844,0.271749898,0.785814332,NA
ENSMUSG00000029304,1718.545127,0.507963325,0.119195342,4.261603808,2.03E-05,0.000171413
ENSMUSG00000034462,3170.527841,0.166820024,0.058490763,2.852074702,0.004343489,0.017308551
ENSMUSG00000097392,771.0578124,-0.370881227,0.288606765,-1.285074613,0.198766212,0.362481895
ENSMUSG00000120166,583.7594586,-0.384818203,0.065619382,-5.864398452,4.51E-09,9.24E-08
ENSMUSG00000072774,122.8426368,0.013148683,0.11439909,0.11493695,0.908495097,0.948882055
ENSMUSG00000029299,11.26175941,0.413269689,0.305823166,1.351335461,0.176587998,0.333087648
ENSMUSG00000034438,8.023066812,0.342786399,0.349155132,0.981759588,0.326218301,0.510182496
ENSMUSG00000029298,269.9488324,0.740927287,0.139383149,5.31575941,1.06E-07,1.60E-06
ENSMUSG00000079363,265.2030044,2.427608868,0.245087378,9.905075018,3.96E-23,7.69E-21
ENSMUSG00000105096,16.46622573,-0.395929025,0.286905151,-1.379999709,0.167586734,0.321125086
ENSMUSG00000104713,249.7496231,0.963269734,0.124995512,7.706434544,1.29E-14,7.62E-13
ENSMUSG00000092021,22.47493142,-0.042881186,0.27161957,-0.157872225,0.874557485,0.929528337
ENSMUSG00000106438,7.420481643,-0.231266388,0.387682825,-0.596535037,0.550817855,0.71346989
ENSMUSG00000106438,1.200171983,0.163632329,1.068973165,0.15307431,0.878339675,0.931643227
ENSMUSG00000070639,2222.39033,-0.153274953,0.055044254,-2.784576821,0.005359762,0.020693027
ENSMUSG00000054720,576.161763,-0.193843709,0.078482977,-2.469882213,0.013515755,0.044869474
ENSMUSG00000120245,0.132928521,-0.407851237,3.484746047,-0.117039013,0.906829138,NA
ENSMUSG00000046079,1146.107889,-0.065790661,0.065310456,-1.007352641,0.313765341,0.496772343
ENSMUSG00000067058,4.432535966,0.535638809,0.519077964,1.031904349,0.302116929,0.484026787
ENSMUSG00000094708,4.287122455,0.47881467,0.501025621,0.955669033,0.339239473,0.523642078
ENSMUSG00000029290,1003.006562,0.108316727,0.05306092,2.041365408,0.04121452,0.11010783
ENSMUSG00000106483,0.168847453,1.5463459,3.254739184,0.475105934,0.634711469,NA
ENSMUSG00000106594,0.810847311,1.788488826,1.274803203,1.402952881,0.16063089,NA
ENSMUSG00000105508,0.043609199,-0.407846461,3.777781541,-0.10795925,0.914028017,NA
ENSMUSG00000034384,1203.99544,0.053147384,0.119505075,0.444729098,0.656515538,0.793518368
ENSMUSG00000049606,3503.206415,-0.069956844,0.066967167,-1.044643917,0.296187574,0.477696114
ENSMUSG00000126214,0.257319531,1.276832027,2.202863679,0.579623714,0.562168398,NA
ENSMUSG00000043410,117.0657431,0.636108496,0.123890471,5.134442457,2.83E-07,3.84E-06
ENSMUSG00000029283,1495.597557,-0.377234185,0.07940502,-4.750759892,2.03E-06,2.19E-05
ENSMUSG00000029287,1494.71716,0.351094811,0.076745009,4.574822706,4.77E-06,4.73E-05
ENSMUSG00000029279,600.5553754,0.096819847,0.060398369,1.603020877,0.108930045,0.233784834
ENSMUSG00000033805,656.2553911,0.1300095,0.064568667,2.013507574,0.044061259,0.116216735
ENSMUSG00000033794,1.928447771,0.765158401,0.817620238,0.935835936,0.349357666,0.534373893
ENSMUSG00000111375,59.17481012,-0.203180778,0.220317539,-0.922217897,0.35641493,0.541037456
ENSMUSG00000089798,19.61752853,0.713019374,0.233592847,3.052402429,0.002270175,0.009968758
ENSMUSG00000029276,811.7634482,0.276640869,0.075792511,3.649976301,0.000262265,0.001572009
ENSMUSG00000033773,600.4722425,0.189957078,0.053845971,3.527786299,0.00041905,0.002342098
ENSMUSG00000085900,0.496619074,-0.591401474,1.50053082,-0.394128175,0.69348641,NA
ENSMUSG00000029275,1.012311985,1.173986041,1.077418503,1.089628624,0.275876769,0.455746537
ENSMUSG00000011831,3170.819571,-0.024976179,0.059186031,-0.421994501,0.673029031,0.805008711
ENSMUSG00000058558,6390.382595,0.087665903,0.054007165,1.623227267,0.104540831,0.22690371
ENSMUSG00000029270,1672.919495,0.294697832,0.050557513,5.828962139,5.58E-09,1.12E-07
ENSMUSG00000029267,3083.867016,0.403062905,0.060924078,6.615822754,3.69E-11,1.16E-09
ENSMUSG00000063406,1838.79511,-0.225148911,0.064842754,-3.472229287,0.000516155,0.00279404
ENSMUSG00000056531,83.91733438,0.859373337,0.143870633,5.97323664,2.33E-09,5.02E-08
ENSMUSG00000105554,0.044736558,-0.407847816,3.777781541,-0.107959608,0.914027733,NA
ENSMUSG00000029265,2039.833032,-0.171327719,0.045899232,-3.732692498,0.000189444,0.001192812
ENSMUSG00000029263,994.0163969,-0.29876345,0.059423661,-5.027685003,4.96E-07,6.30E-06
ENSMUSG00000029491,4.020140302,0.765994936,0.51667965,1.482533588,0.138198373,0.278422911
ENSMUSG00000050856,2368.276089,-0.229068332,0.069759498,-3.283686664,0.001024588,0.005039681
ENSMUSG00000029490,73.15595383,0.479306574,0.165401483,2.897837216,0.003757456,0.015331188
ENSMUSG00000033623,1366.560412,-0.230922545,0.082017277,-2.815535377,0.004869604,0.019049774
ENSMUSG00000033615,18506.24179,-0.027870836,0.044723259,-0.623184371,0.533163371,0.69990234
ENSMUSG00000062234,4375.508077,0.106393075,0.040733874,2.611906588,0.009003885,0.031998052
ENSMUSG00000013495,910.7710311,0.018308251,0.055292431,0.331116776,0.74055628,0.848591041
ENSMUSG00000004815,2442.087917,0.059305211,0.079101988,0.749730989,0.45341674,0.632729908
ENSMUSG00000033540,881.1433957,0.141026877,0.076135789,1.852307276,0.063981712,0.15575267
ENSMUSG00000046959,58.10784748,-0.584928658,0.140518325,-4.162650365,3.15E-05,0.000250133
ENSMUSG00000138567,69.55138507,-0.832602975,0.133609569,-6.231611844,4.62E-10,1.14E-08
ENSMUSG00000008090,441.5085622,-0.231406311,0.08316913,-2.782358206,0.005396544,0.020814868
ENSMUSG00000055385,0.215621207,-0.751438393,2.622861786,-0.286495612,0.774498554,NA
ENSMUSG00000093545,1.281899586,-0.287711521,0.836619851,-0.343897555,0.730923331,0.842397418
ENSMUSG00000033467,247.1932582,-0.211782093,0.082579847,-2.564573565,0.010330268,0.035942477
ENSMUSG00000072762,239.4172667,0.289846587,0.088009929,3.29333961,0.000990048,0.004894965
ENSMUSG00000105044,16.50388849,0.377265674,0.257272518,1.466404874,0.142538019,0.285195317
ENSMUSG00000121596,596.0240389,-0.197619774,0.105477483,-1.873573091,0.06098929,0.150165165
ENSMUSG00000133215,3.123696463,0.257905629,0.561067566,0.459669468,0.645753488,0.78578889
ENSMUSG00000090015,322.6594973,-0.144403393,0.09877535,-1.461937542,0.143758326,0.28712475
ENSMUSG00000066613,1472.845076,-0.186502051,0.056243546,-3.315972502,0.000913248,0.004569107
ENSMUSG00000109771,63.98668556,0.637259787,0.123972742,5.140321789,2.74E-07,3.73E-06
ENSMUSG00000064247,158.4638901,0.405175117,0.135189777,2.997083993,0.002725756,0.011671351
ENSMUSG00000033434,746.0512314,-0.045134727,0.066851993,-0.675144083,0.499584228,0.671221561
ENSMUSG00000023284,707.5902754,-0.018656594,0.071627232,-0.260467889,0.794502882,0.882670963
ENSMUSG00000014668,2599.494127,0.428139702,0.088927035,4.814505559,1.48E-06,1.65E-05
ENSMUSG00000029502,2815.126095,0.010298612,0.067908583,0.151654062,0.879459791,0.932293665
ENSMUSG00000029501,2155.434028,0.021379213,0.049606096,0.430979548,0.666483241,0.800221668
ENSMUSG00000029500,1534.544722,-0.000963334,0.046374786,-0.020772788,0.983426905,0.992089882
ENSMUSG00000029499,249.3901655,0.631016486,0.082008697,7.694506934,1.42E-14,8.30E-13
ENSMUSG00000007080,125.3320046,1.173415015,0.153987666,7.620188348,2.53E-14,1.40E-12
ENSMUSG00000029503,1.308444156,1.031347172,1.037016927,0.994532631,0.319963627,0.50337744
ENSMUSG00000043323,2905.025851,0.300468823,0.060880263,4.935406156,8.00E-07,9.63E-06
ENSMUSG00000048215,0.327544575,-0.440895886,1.902755798,-0.231714383,0.816759859,NA
ENSMUSG00000033316,2685.612554,-0.258940811,0.064212349,-4.032570268,5.52E-05,0.000410173
ENSMUSG00000033294,566.8919428,0.034649205,0.064517277,0.53705312,0.591230922,0.745760725
ENSMUSG00000029504,719.9404666,-0.005784242,0.064508843,-0.089665882,0.928552729,0.960771611
ENSMUSG00000029505,4123.808118,0.005333475,0.075998166,0.070178991,0.944051196,0.970000182
ENSMUSG00000099284,14.8587879,-0.362303293,0.284437417,-1.273753984,0.202750618,0.367339546
ENSMUSG00000029507,375.6775603,-0.02826099,0.077434438,-0.364966683,0.715136276,0.832726795
ENSMUSG00000029512,4479.958655,0.110439587,0.048826599,2.261873429,0.023705224,0.070691562
ENSMUSG00000043510,213.9436641,0.201975663,0.08919305,2.2644776,0.023544756,0.070281537
ENSMUSG00000029521,80.43897039,-0.391082095,0.137677385,-2.840568889,0.004503315,0.017847547
ENSMUSG00000033209,1064.454098,0.069741341,0.078159172,0.892298879,0.372232755,0.557056092
ENSMUSG00000076163,0.080733142,0.004345465,3.777781541,0.001150269,0.999082218,NA
ENSMUSG00000050017,3340.203359,0.147303845,0.054425391,2.70652799,0.006799085,0.025290312
ENSMUSG00000070576,178.0989121,0.406837468,0.141189016,2.881509346,0.003957755,0.016025389
ENSMUSG00000052848,11.13277137,0.518064924,0.377702968,1.371619944,0.170181782,0.324502222
ENSMUSG00000085271,3.162056894,-0.07630188,0.57639435,-0.132377911,0.894685386,0.942168138
ENSMUSG00000131045,0.268644526,0.785200387,2.192771348,0.358085848,0.72027907,NA
ENSMUSG00000097767,1409.12668,0.394547277,0.244113407,1.616245832,0.106041173,0.229451986
ENSMUSG00000066975,9.769187328,-0.23457748,0.351295944,-0.667748899,0.50429389,0.675159131
ENSMUSG00000029343,25.71075453,0.285313406,0.240475935,1.18645305,0.235443432,0.408849769
ENSMUSG00000029344,605.9518123,0.281422292,0.067458152,4.171805517,3.02E-05,0.000241898
ENSMUSG00000029345,1879.795759,0.126918163,0.037859911,3.352310118,0.000801402,0.004076919
ENSMUSG00000029346,493.026587,0.022608629,0.072403084,0.312260582,0.754842494,0.85830889
ENSMUSG00000042328,754.109294,-0.506422801,0.073260412,-6.912639257,4.76E-12,1.76E-10
ENSMUSG00000051503,0.488712203,0.333229896,1.776389486,0.187588307,0.851199393,NA
ENSMUSG00000029348,1812.237615,0.104941937,0.048459207,2.16557272,0.030343853,0.086227897
ENSMUSG00000058153,7409.303781,0.172413952,0.068906054,2.502159704,0.012343823,0.041616019
ENSMUSG00000072722,0.091938053,-0.407848358,3.777781541,-0.107959752,0.914027619,NA
ENSMUSG00000097962,0.040094581,0.416533056,3.777781541,0.11025864,0.912204257,NA
ENSMUSG00000104807,0.897746047,0.005474993,1.166245929,0.004694544,0.99625431,NA
ENSMUSG00000072720,27.96615366,0.183640859,0.208255372,0.881806105,0.37788167,0.562237133
ENSMUSG00000042249,5945.85132,0.327634827,0.068300285,4.796975994,1.61E-06,1.78E-05
ENSMUSG00000042240,0.239719538,-0.400905516,2.992421643,-0.133973605,0.893423446,NA
ENSMUSG00000029352,15.17712115,-0.073203424,0.247391351,-0.295901306,0.767305453,0.866125644
ENSMUSG00000051339,554.5876597,-0.026200643,0.09338414,-0.280568443,0.779041423,0.87355815
ENSMUSG00000066964,2.566529501,0.037361302,0.617360454,0.060517809,0.951743232,0.974652248
ENSMUSG00000042216,4346.120918,0.14066192,0.039521921,3.559086087,0.000372148,0.002120097
ENSMUSG00000053873,0.100022848,0.828723628,3.777781541,0.219367801,0.826363551,NA
ENSMUSG00000063430,6652.468252,-0.12351796,0.072319398,-1.707950613,0.087645507,0.198475323
ENSMUSG00000042190,119.7801709,-0.219135248,0.152853037,-1.433633586,0.151676854,0.298362285
ENSMUSG00000042184,7.084142727,-0.523284977,0.486280102,-1.07609786,0.281883493,0.46233118
ENSMUSG00000053334,818.2478512,-0.088603344,0.065791517,-1.346728993,0.178067531,0.335111741
ENSMUSG00000018974,1977.457052,-0.007721378,0.038502366,-0.200542953,0.841055969,0.910745346
ENSMUSG00000025825,1938.784509,0.082350739,0.059898794,1.374831319,0.169183746,0.32327846
ENSMUSG00000054675,279.7498007,-0.250453496,0.104265027,-2.402085378,0.016301903,0.052193158
ENSMUSG00000048163,342.7297477,-0.365034235,0.093787835,-3.89212774,9.94E-05,0.000681753
ENSMUSG00000004530,3609.689783,0.149684097,0.043184589,3.466146153,0.000527976,0.002847692
ENSMUSG00000042121,1164.492921,-0.048895909,0.053498131,-0.913974143,0.360730433,0.545268975
ENSMUSG00000042096,2770.095151,-0.001325197,0.092475932,-0.01433018,0.988566562,0.994221692
ENSMUSG00000042078,3379.110477,0.046435098,0.066144097,0.702029351,0.482660859,0.657076325
ENSMUSG00000029592,1.000051748,-0.784435518,1.17992135,-0.664820175,0.506165517,0.677058323
ENSMUSG00000029592,1604.394547,-0.002113265,0.040439965,-0.052256852,0.958324033,0.978750486
ENSMUSG00000044339,131.6600907,0.073495721,0.095601613,0.76877072,0.442029434,0.62340016
ENSMUSG00000029591,91.32242784,0.025052674,0.125454537,0.199695244,0.841718933,0.911109257
ENSMUSG00000042010,502.5741728,0.571779762,0.117177689,4.87959583,1.06E-06,1.23E-05
ENSMUSG00000042002,0.241021621,0.829438984,3.021813109,0.274483879,0.783712791,NA
ENSMUSG00000066952,16.98457781,0.359425852,0.254340248,1.413169386,0.157605926,0.306695019
ENSMUSG00000001098,1637.731591,-0.06043103,0.046058368,-1.312053232,0.189502174,0.350370939
ENSMUSG00000029577,4045.121228,-0.013564639,0.035748016,-0.379451522,0.704352597,0.825911735
ENSMUSG00000098731,3.372080704,-1.347540299,0.694939591,-1.939075448,0.052492152,0.133363867
