gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000098811,1.702695201,-0.765467184,0.816762582,-0.937196685,0.348657395,0.533820851
ENSMUSG00000078439,20.41745901,-0.585308134,0.246664196,-2.37289458,0.0176493,0.055709919
ENSMUSG00000055053,8651.18709,0.148424059,0.056348312,2.634046247,0.008437399,0.030313782
ENSMUSG00000085327,2.828203179,0.269521774,0.670933692,0.401711491,0.687896366,0.815316601
ENSMUSG00000105379,2.560847433,0.395474473,0.737960377,0.535902042,0.592026253,0.746143946
ENSMUSG00000034818,1398.550358,0.029315293,0.085905777,0.341249378,0.732915853,0.843677149
ENSMUSG00000020238,1476.628431,-0.050753956,0.066932812,-0.758282142,0.448282096,0.628069643
ENSMUSG00000044199,16.70468871,1.061842515,0.258653541,4.105269583,4.04E-05,0.000311162
ENSMUSG00000034792,26.04854482,-0.051937569,0.208229964,-0.249424089,0.803032754,0.887855599
ENSMUSG00000034781,3704.056795,0.200919146,0.048369842,4.153810253,3.27E-05,0.000258709
ENSMUSG00000054452,14175.50613,0.053133099,0.064509752,0.823644451,0.410141611,0.593696315
ENSMUSG00000034771,3663.769017,0.464637331,0.160145571,2.901343626,0.003715662,0.015194369
ENSMUSG00000034758,50.62017733,0.681325386,0.192431556,3.540611538,0.000399201,0.002250484
ENSMUSG00000074862,118.6424004,0.031213258,0.111321183,0.280389206,0.779178917,0.873589417
ENSMUSG00000034748,490.7578861,0.187888741,0.083673241,2.245505706,0.024735686,0.073224001
ENSMUSG00000054708,879.3394152,-0.186018369,0.058864108,-3.160132321,0.001576975,0.007284674
ENSMUSG00000096856,42.79675655,-0.027802332,0.170117197,-0.163430461,0.870179521,0.927108811
ENSMUSG00000096795,51.86743221,0.453257104,0.168994523,2.682081615,0.007316561,0.026880603
ENSMUSG00000094622,122.6914354,-0.433372875,0.100008078,-4.333378691,1.47E-05,0.000128871
ENSMUSG00000094076,0.088298253,0.004345465,3.777781541,0.001150269,0.999082218,NA
ENSMUSG00000112640,95.91157139,0.089847745,0.118426126,0.758681785,0.448042936,0.627979752
ENSMUSG00000096718,89.97216156,-0.615384336,0.115519178,-5.327118395,9.98E-08,1.51E-06
ENSMUSG00000143481,29.44978454,0.915983434,0.2320252,3.947775644,7.89E-05,0.000559821
ENSMUSG00000061371,217.2673862,-0.222189595,0.079656887,-2.789333143,0.00528167,0.020437731
ENSMUSG00000112160,278.4785605,-0.229484091,0.097701868,-2.348819904,0.018833013,0.058693607
ENSMUSG00000078435,293.5840211,0.234790759,0.067000397,3.504318922,0.000457777,0.0025249
ENSMUSG00000062931,1261.489405,0.067689851,0.044903944,1.507436633,0.131698775,0.26923031
ENSMUSG00000044581,0.43717102,0.004353624,1.728444037,0.002518811,0.997990282,NA
ENSMUSG00000073427,257.854624,-0.264763233,0.08342435,-3.173692489,0.001505131,0.007013774
ENSMUSG00000063320,217.2085296,0.093411896,0.087474318,1.067877967,0.285575562,0.46608271
ENSMUSG00000034674,1170.637743,0.084830651,0.062746663,1.351954768,0.176389785,0.332792533
ENSMUSG00000020251,56.16806914,0.206760032,0.145277928,1.423203343,0.154677217,0.302522066
ENSMUSG00000020246,1829.362075,-0.095519791,0.042812198,-2.231134924,0.025672193,0.075440029
ENSMUSG00000020248,1315.321191,0.230164931,0.042044311,5.474341824,4.39E-08,7.25E-07
ENSMUSG00000056821,0.228934975,0.82215603,2.596465808,0.316644274,0.751513537,NA
ENSMUSG00000020250,2420.089445,-0.065069931,0.043185243,-1.506763098,0.131871391,0.269389218
ENSMUSG00000112375,16.65958704,0.464721586,0.284800765,1.63174276,0.102733688,0.223855143
ENSMUSG00000109864,5.937322991,-0.18843779,0.487454627,-0.386575036,0.699070842,0.822820903
ENSMUSG00000071151,1.831497372,0.607758471,0.768647708,0.790685336,0.429127635,0.611614316
ENSMUSG00000034612,1645.555017,-0.336410921,0.072606428,-4.633349006,3.60E-06,3.67E-05
ENSMUSG00000034591,754.502984,-0.109372957,0.056267975,-1.94378697,0.051921146,0.132277419
ENSMUSG00000112134,0.757541934,1.100452992,1.234347781,0.89152588,0.372647114,NA
ENSMUSG00000020255,1052.943447,-0.048195035,0.047095778,-1.023340886,0.306146699,0.488258242
ENSMUSG00000020256,550.9283035,-0.638755839,0.109366744,-5.840494222,5.20E-09,1.06E-07
ENSMUSG00000034560,3919.505149,0.030583703,0.063057802,0.48501061,0.62766882,0.772193018
ENSMUSG00000020263,16401.34326,-0.142238849,0.064161896,-2.216874155,0.026631692,0.077796428
ENSMUSG00000087651,272.3425363,-0.13174329,0.075974678,-1.734042095,0.082910614,0.190121108
ENSMUSG00000111049,0.610868667,1.806624035,1.3684536,1.320193856,0.186770303,NA
ENSMUSG00000111875,0.825601273,0.151298733,1.073706681,0.140912538,0.887939037,NA
ENSMUSG00000020032,3416.39475,-0.323038402,0.077633604,-4.161064109,3.17E-05,0.000251709
ENSMUSG00000046841,1304.130289,-0.001754104,0.059490836,-0.029485273,0.976477564,0.988863135
ENSMUSG00000097076,1.819496649,-0.305947907,0.790489833,-0.387035854,0.698729665,0.822621808
ENSMUSG00000020034,2195.972301,0.037487003,0.07585916,0.494165801,0.62118909,0.768014434
ENSMUSG00000034453,868.6810405,-0.058326192,0.057097284,-1.021523054,0.307006692,0.489075222
ENSMUSG00000020037,942.1185409,0.120078645,0.064012383,1.875865872,0.0606737,0.149542126
ENSMUSG00000035620,2177.287321,-0.117548844,0.036900991,-3.185520003,0.001444941,0.006762291
ENSMUSG00000050035,22.45401637,0.322565605,0.198512608,1.624912433,0.104181219,0.226328633
ENSMUSG00000060935,1463.543083,-0.246423467,0.047115582,-5.2301904,1.69E-07,2.43E-06
ENSMUSG00000049038,653.2354105,0.078388846,0.059508208,1.317277879,0.187745497,0.348065042
ENSMUSG00000020038,2770.524322,-0.046322132,0.082706043,-0.56008159,0.575423787,0.733781251
ENSMUSG00000111752,1.280483818,1.660096132,0.975134711,1.702427484,0.088675261,0.200172347
ENSMUSG00000050490,3.292442743,0.123576858,0.539766309,0.228945112,0.818911578,0.897514477
ENSMUSG00000137747,0.539777407,1.82442304,1.41448481,1.289814515,0.197115067,NA
ENSMUSG00000020042,1374.486145,0.000949946,0.058284627,0.016298396,0.986996337,0.993503539
ENSMUSG00000001785,977.8356636,-0.005905759,0.045697533,-0.129235835,0.897171042,0.943248597
ENSMUSG00000035529,1135.718404,0.217724813,0.052489852,4.147941106,3.35E-05,0.000264729
ENSMUSG00000085111,9.031458097,0.420619461,0.361064532,1.164942618,0.244042221,0.419697152
ENSMUSG00000001783,4006.222433,0.250628875,0.034510205,7.262456934,3.80E-13,1.73E-11
ENSMUSG00000050108,2.222489512,2.629770817,0.94064868,2.795699259,0.005178757,0.020098048
ENSMUSG00000001786,899.0325088,0.154628559,0.055200854,2.801198649,0.005091317,0.019810152
ENSMUSG00000059602,1281.718565,-0.069347441,0.078757806,-0.880515135,0.37858031,0.562820156
ENSMUSG00000020044,7701.697299,0.204966106,0.088476696,2.316611217,0.02052492,0.063004971
ENSMUSG00000112586,0.800112702,-0.86826141,1.46721986,-0.591773212,0.554002463,NA
ENSMUSG00000112666,11.32344833,1.485654749,0.388207196,3.826963446,0.000129734,0.000856178
ENSMUSG00000121489,193.17955,-0.142340819,0.110690122,-1.285939669,0.198464118,0.362078491
ENSMUSG00000020048,16552.35604,-0.51902032,0.090464662,-5.73727144,9.62E-09,1.84E-07
ENSMUSG00000044937,81.71968868,-0.310803603,0.125439093,-2.477725204,0.013222294,0.044061048
ENSMUSG00000054027,4303.847216,0.047016655,0.08107941,0.579884039,0.56199282,0.722789544
ENSMUSG00000035459,6.585796897,0.538894153,0.425555901,1.266329881,0.205395003,0.370613126
ENSMUSG00000047129,1.117102612,2.729772789,1.028457011,2.654241023,0.007948703,0.028839679
ENSMUSG00000020052,96.18985014,0.650693318,0.123337157,5.275728222,1.32E-07,1.95E-06
ENSMUSG00000020051,6.308450566,1.350122967,0.429550384,3.143107347,0.001671645,0.007655437
ENSMUSG00000020053,401.4370011,-0.111948484,0.06359228,-1.760409982,0.078338318,0.182042326
ENSMUSG00000035383,2.679787587,0.176797448,0.608001846,0.290784393,0.771216222,0.868923474
ENSMUSG00000035365,10.73052843,0.232199162,0.303339002,0.765477438,0.443987296,0.624969755
ENSMUSG00000112026,1.043323391,0.771887232,0.966131625,0.798946243,0.424321583,0.607455328
ENSMUSG00000035351,127.8482081,0.025704594,0.096034832,0.267659073,0.788961756,0.879157179
ENSMUSG00000020056,373.880452,0.118106546,0.062599374,1.886704919,0.059200026,0.146746336
ENSMUSG00000112259,0.308454379,-0.407841139,1.743835277,-0.233875954,0.815081281,NA
ENSMUSG00000020057,19.70751176,-0.32658134,0.243529343,-1.341034869,0.179909132,0.337512875
ENSMUSG00000035311,2227.390906,-0.091986139,0.046502242,-1.978101161,0.047917296,0.124222329
ENSMUSG00000020059,25.11182908,0.320644997,0.298573306,1.073923861,0.282856808,0.463258187
ENSMUSG00000060002,5720.674614,0.020275309,0.080681073,0.251301924,0.801580688,0.886935732
ENSMUSG00000020061,2698.397696,-0.087530271,0.092036977,-0.951033745,0.341587246,0.526179039
ENSMUSG00000004359,0.902958664,-0.144772178,1.0526944,-0.137525362,0.890615547,NA
ENSMUSG00000121647,15.51531697,0.323869329,0.275664425,1.174868063,0.240047504,0.414869003
ENSMUSG00000060904,2954.005017,0.063026437,0.047211427,1.334982672,0.181882018,0.340228371
ENSMUSG00000004356,1031.510435,0.063140774,0.094889885,0.665411009,0.505787645,0.676628579
ENSMUSG00000020062,5.314253896,0.49147732,0.43419022,1.131940097,0.257659619,0.435688932
ENSMUSG00000035189,596.3698704,-0.471873324,0.085323398,-5.5304094,3.19E-08,5.41E-07
ENSMUSG00000141575,5.454242659,-0.140075507,0.395837819,-0.353870954,0.723435595,0.838049665
ENSMUSG00000074802,171.2376045,0.1396885,0.123566897,1.130468629,0.25827881,0.436427304
ENSMUSG00000047638,2.563636428,-0.382622693,0.627221218,-0.610028299,0.541843062,0.706944647
ENSMUSG00000019935,17.36328909,0.700104114,0.733061602,0.955041311,0.339556806,0.523996595
ENSMUSG00000069539,2077.195706,-0.166914939,0.045855617,-3.64001077,0.000272627,0.001623537
ENSMUSG00000097383,128.503287,0.138213655,0.103171556,1.339648834,0.180359539,0.338200657
ENSMUSG00000019948,845.3165587,-0.237185806,0.064002125,-3.705905199,0.000210637,0.001302051
ENSMUSG00000120327,5.905343628,0.793265769,0.457502252,1.733905716,0.082934813,0.190158361
ENSMUSG00000019951,4978.640233,0.094378881,0.070790527,1.333213433,0.182461772,0.341057307
ENSMUSG00000058589,11299.02576,-0.007649848,0.057362731,-0.133359196,0.893909314,0.941807161
ENSMUSG00000131459,4.104265954,-0.294679813,0.478117492,-0.61633347,0.537674453,0.703843095
ENSMUSG00000019979,425.6874895,-0.057965857,0.08073631,-0.717965147,0.472778777,0.648009483
ENSMUSG00000019975,655.6462686,0.161561446,0.057133461,2.827790289,0.00468705,0.018453378
ENSMUSG00000061904,13510.25028,0.002712436,0.045022329,0.060246453,0.951959348,0.97474832
ENSMUSG00000019961,3615.071732,0.14749566,0.033444884,4.410111327,1.03E-05,9.38E-05
ENSMUSG00000111657,0.70430452,0.839285452,1.264305472,0.663831226,0.506798337,NA
ENSMUSG00000065524,7.649475884,-0.025353216,0.36766827,-0.06895677,0.94502403,0.970473073
ENSMUSG00000112117,109.8303496,0.648208849,0.154634462,4.191878323,2.77E-05,0.000223776
ENSMUSG00000093227,0.639172771,-0.951926467,1.554542125,-0.612351671,0.54030511,NA
ENSMUSG00000098040,0.274145483,0.004353882,2.193189704,0.001985183,0.998416054,NA
ENSMUSG00000111121,0.040070321,0.416533056,3.777781541,0.11025864,0.912204257,NA
ENSMUSG00000019988,331.3161322,-0.087524779,0.065940124,-1.32733719,0.184397167,0.343669519
ENSMUSG00000020014,143.9369748,0.439840161,0.264245751,1.664511767,0.096010201,0.212536239
ENSMUSG00000111013,26.44138564,0.276059285,0.378564517,0.72922652,0.465863111,0.642777026
ENSMUSG00000120466,0.051362852,0.416531702,3.777781541,0.110258282,0.912204542,NA
ENSMUSG00000020015,4906.942383,-0.232398559,0.047906394,-4.851096896,1.23E-06,1.40E-05
ENSMUSG00000089214,2.707078578,0.430825012,0.661133206,0.651646306,0.514629368,0.683827286
ENSMUSG00000008398,333.3202273,-0.016224238,0.078968166,-0.205452886,0.837218305,0.908252707
ENSMUSG00000111531,1.335142996,0.806151231,0.794018017,1.015280779,0.309972004,0.492617522
ENSMUSG00000098679,0.481162971,0.674218955,1.421040348,0.474454477,0.635175853,NA
ENSMUSG00000015889,1729.423515,0.161514074,0.048275625,3.345665126,0.000820855,0.004165245
ENSMUSG00000020017,1.213972085,-0.722603932,0.976886987,-0.739700643,0.459481658,0.637509804
ENSMUSG00000015890,1.086405263,-0.351965099,1.018618613,-0.345531777,0.729694625,0.841671016
ENSMUSG00000036168,6.092772648,0.191793398,0.41225861,0.465225938,0.641769666,0.782589774
ENSMUSG00000020018,764.5961824,-0.067001427,0.061505771,-1.089351874,0.275998746,0.455835463
ENSMUSG00000097407,2.000638415,-0.684112454,0.692310307,-0.988158702,0.32307493,0.506742964
ENSMUSG00000020019,862.0445376,-0.020197222,0.073815592,-0.273617283,0.784378751,0.876255475
ENSMUSG00000085723,0.900748078,-0.392796153,1.171473782,-0.335300848,0.737398154,NA
ENSMUSG00000090610,3.347489783,0.517423362,0.665601349,0.777377273,0.436936217,0.618716262
ENSMUSG00000020020,4.142056448,0.563125403,0.53109053,1.060319044,0.288999478,0.469863268
ENSMUSG00000036112,4441.971911,0.01734736,0.031944954,0.543039119,0.587102869,0.742967587
ENSMUSG00000036099,3335.671787,-0.205368051,0.06948262,-2.955675117,0.003119855,0.013112276
ENSMUSG00000020021,1062.635984,-0.208223847,0.07294193,-2.854652294,0.004308397,0.017194754
ENSMUSG00000005897,928.2489825,0.040940711,0.054916092,0.745513923,0.455961098,0.634413725
ENSMUSG00000020022,1985.066202,-0.132274359,0.065168647,-2.02972387,0.042384615,0.112676912
ENSMUSG00000053420,1.891221113,-0.185655703,0.712555168,-0.260549234,0.794440143,0.882670963
ENSMUSG00000020023,2413.931423,-0.279199226,0.056872245,-4.909235218,9.14E-07,1.08E-05
ENSMUSG00000098544,0.037347066,0,3.777781541,0,1,NA
ENSMUSG00000097164,992.09783,0.316231719,0.075682306,4.178410203,2.94E-05,0.000236008
ENSMUSG00000020024,1088.281111,-0.126647426,0.069596503,-1.819738341,0.068798862,0.164498078
ENSMUSG00000074785,1261.640057,-0.068579463,0.085465496,-0.802422802,0.422308428,0.605758864
ENSMUSG00000112501,0.648117428,0.387499562,1.350652314,0.286898085,0.774190357,NA
ENSMUSG00000045867,230.0945198,0.468299613,0.090120079,5.196395942,2.03E-07,2.86E-06
ENSMUSG00000100550,0.085511691,0.416529805,3.777781541,0.11025778,0.91220494,NA
ENSMUSG00000020027,749.7575714,0.502403044,0.074807298,6.715962991,1.87E-11,6.14E-10
ENSMUSG00000097766,3.883012902,0.79840507,0.510588477,1.563695824,0.117889019,0.247756565
ENSMUSG00000062981,1176.867581,-0.23239064,0.058431809,-3.977125565,6.98E-05,0.000503563
ENSMUSG00000074781,6030.859381,-0.117689081,0.043542416,-2.7028606,0.006874557,0.025507551
ENSMUSG00000020029,7552.007326,0.169009162,0.040728953,4.149607316,3.33E-05,0.000263048
ENSMUSG00000092867,2.138094019,-0.338797887,0.775452103,-0.436903692,0.662181194,0.79728858
ENSMUSG00000101517,0.844565758,1.0261073,1.311872075,0.782170243,0.43411453,NA
ENSMUSG00000110353,8.956993964,-0.249254244,0.343881546,-0.724825877,0.468558858,0.644716712
ENSMUSG00000036499,3354.377902,0.13839744,0.091516051,1.512275048,0.130463906,0.267322992
ENSMUSG00000112762,0.708302017,0.341173811,1.165455451,0.292738612,0.769721954,NA
ENSMUSG00000036478,6603.945534,-0.226121136,0.062722564,-3.605100316,0.000312032,0.00182057
ENSMUSG00000111924,0.220282331,1.916999303,2.581498884,0.742591568,0.457728995,NA
ENSMUSG00000019929,1367.375278,-0.109970477,0.120203912,-0.914866044,0.360261958,0.544664142
ENSMUSG00000036446,218.974686,-1.126610213,0.126365115,-8.915516087,4.86E-19,5.58E-17
ENSMUSG00000019936,3.120784108,-0.226457156,0.611800566,-0.370148654,0.711271732,0.830724283
ENSMUSG00000074776,1.442283368,0.339327015,0.853929162,0.397371386,0.691093613,0.817334336
ENSMUSG00000112874,0.083035014,-0.407848358,3.777781541,-0.107959752,0.914027619,NA
ENSMUSG00000019943,11883.36704,0.018193969,0.076580596,0.237579367,0.812207355,0.893730861
ENSMUSG00000019952,333.2482793,-0.036446672,0.06296074,-0.578879349,0.562670585,0.723154623
ENSMUSG00000090035,292.0564905,-0.045594546,0.077317623,-0.589704449,0.555388812,0.717220983
ENSMUSG00000112805,3.537191674,0.833710771,0.572200449,1.457025719,0.145109281,0.289056464
ENSMUSG00000019960,777.7044099,-0.452127086,0.091295596,-4.952342755,7.33E-07,8.94E-06
ENSMUSG00000112384,0.902693442,0.817972313,1.112420851,0.735308325,0.462151739,NA
ENSMUSG00000112265,0.266590134,0.00435456,1.956149971,0.002226087,0.998223841,NA
ENSMUSG00000112810,1.983770622,-0.833188671,0.81073983,-1.027689327,0.30409599,0.486220083
ENSMUSG00000121688,8.967418026,-1.164537825,0.347445843,-3.351710339,0.00080314,0.004084892
ENSMUSG00000046934,2.79842796,0.161332279,0.576086675,0.280048622,0.779440202,0.873636566
ENSMUSG00000112304,7.600177893,0.458704955,0.56838066,0.807038289,0.419644424,0.603240437
ENSMUSG00000019966,8231.70189,-0.169072713,0.07163908,-2.360062586,0.018271852,0.057288222
ENSMUSG00000112831,0.048659996,0.416531702,3.777781541,0.110258282,0.912204542,NA
ENSMUSG00000036676,1384.562548,0.004634287,0.068945804,0.067216373,0.946409451,0.971106318
ENSMUSG00000019971,1084.19935,0.003624109,0.120834965,0.029992225,0.976073254,0.988685088
ENSMUSG00000046567,1337.636053,0.10373911,0.05074108,2.044479712,0.04090618,0.109440165
ENSMUSG00000056912,1.01839705,0.28729811,0.975296219,0.294575232,0.768318385,0.866971928
ENSMUSG00000112104,1.511834498,-0.797296694,0.870116063,-0.916310741,0.359503936,0.544088145
ENSMUSG00000019888,204.3508754,0.188358082,0.146495071,1.285763955,0.198525454,0.362125694
ENSMUSG00000019890,51.87814747,0.129253308,0.239505482,0.53966743,0.589426405,0.744553371
ENSMUSG00000044921,141.0651157,0.233003814,0.140892566,1.653769404,0.098174375,0.215963532
ENSMUSG00000036602,0.942162344,-1.161435476,1.004707086,-1.155994113,0.247683565,0.424159436
ENSMUSG00000019892,88.17211164,0.359728517,0.320195962,1.123463627,0.26124064,0.439686055
ENSMUSG00000019894,3754.70202,0.212778155,0.049175333,4.326928616,1.51E-05,0.000132185
ENSMUSG00000112923,0.920585025,2.648616396,1.174174497,2.255726386,0.024087772,0.071634158
ENSMUSG00000036019,1683.755733,0.163405568,0.065882649,2.480251932,0.013128958,0.043818173
ENSMUSG00000085282,388.6908775,-0.252609764,0.063160981,-3.999459196,6.35E-05,0.000464499
ENSMUSG00000036009,385.9607075,0.107937402,0.062508039,1.726776329,0.084207841,0.19250497
ENSMUSG00000019897,1035.093215,-0.060937132,0.049271416,-1.236764374,0.216174572,0.384635661
ENSMUSG00000053825,3947.669466,-0.024643504,0.062535221,-0.394073992,0.693526412,0.819117591
ENSMUSG00000112201,0.167130947,-0.407842087,2.792526214,-0.14604772,0.883883717,NA
ENSMUSG00000035948,129.6701386,0.4059084,0.162481187,2.498187059,0.01248303,0.042055694
ENSMUSG00000112466,5.415994501,0.27007243,0.495016401,0.545582793,0.585352755,0.741646408
ENSMUSG00000019906,14662.74213,0.000193653,0.092973849,0.002082873,0.998338109,0.999299376
ENSMUSG00000000435,0.126339907,0.416531331,3.538295267,0.117720908,0.9062888,NA
ENSMUSG00000035923,0.199595594,0.416545186,2.694396388,0.154596847,0.877139156,NA
ENSMUSG00000035916,0.856401233,1.598898004,1.045327242,1.529566952,0.126123955,NA
ENSMUSG00000091455,3.140312542,-0.814018853,0.614424284,-1.324848114,0.185221533,0.344802776
ENSMUSG00000112910,0.048659996,0.416531702,3.777781541,0.110258282,0.912204542,NA
ENSMUSG00000019907,3845.872423,-0.142090953,0.060437335,-2.351045974,0.018720721,0.058381692
ENSMUSG00000035873,88.71121737,0.09161234,0.141367886,0.648042089,0.516957728,0.686082332
ENSMUSG00000112532,2.656796657,0.488455798,0.601479303,0.812090783,0.416739542,0.600581185
ENSMUSG00000120482,0.525257347,-0.364446723,1.475639628,-0.246975424,0.804927244,NA
ENSMUSG00000135468,0.040094581,0.416533056,3.777781541,0.11025864,0.912204257,NA
ENSMUSG00000035864,21871.11127,0.098632047,0.033313032,2.960764657,0.003068763,0.012928289
ENSMUSG00000112039,0.963769284,-0.874412964,1.263582616,-0.692010916,0.488930474,0.662569701
ENSMUSG00000020181,923.8405339,-0.416498122,0.107395286,-3.878178813,0.000105241,0.000716492
ENSMUSG00000020185,56.4827715,-0.70558551,0.139661755,-5.052102558,4.37E-07,5.64E-06
ENSMUSG00000101801,0.229687304,-0.820035384,2.59594805,-0.315890522,0.752085606,NA
ENSMUSG00000020186,142.2767786,-0.220255468,0.155150194,-1.419627414,0.15571618,0.303917655
ENSMUSG00000035798,8216.955857,0.016482279,0.060578182,0.272082757,0.785558388,0.876751591
ENSMUSG00000123482,16.54755082,-0.888734921,0.271860894,-3.269079666,0.001078979,0.005269279
ENSMUSG00000091086,18.16750746,0.191877601,0.264914309,0.72430063,0.46888119,0.644863345
ENSMUSG00000020189,4725.804285,-0.151556935,0.062840436,-2.411774102,0.015875114,0.051079798
ENSMUSG00000035759,185.4566534,-0.065627055,0.075375408,-0.870669307,0.383934742,0.568272854
ENSMUSG00000143968,0.098289417,0,3.777781541,0,1,NA
ENSMUSG00000058799,6251.676331,0.004994086,0.036131593,0.138219378,0.890067041,0.939207509
ENSMUSG00000111997,20.06864681,-1.12494376,0.245977522,-4.573360006,4.80E-06,4.76E-05
ENSMUSG00000020205,267.0211287,-0.653478905,0.093081708,-7.020486797,2.21E-12,8.80E-11
ENSMUSG00000112249,0.374707111,0.80419992,1.713803838,0.469248523,0.638892005,NA
ENSMUSG00000112533,0.084200256,0.004345465,3.777781541,0.001150269,0.999082218,NA
ENSMUSG00000063334,2210.810581,-0.118352536,0.047009276,-2.517642164,0.011814328,0.040147894
ENSMUSG00000056888,8.141243605,0.176070315,0.362353047,0.485908196,0.627032257,0.771842255
ENSMUSG00000020213,0.685586834,0.294168909,1.426987975,0.206146733,0.836676295,NA
ENSMUSG00000020214,0.102725704,0.828723628,3.777781541,0.219367801,0.826363551,NA
ENSMUSG00000112611,1.148052925,-0.482118718,0.93106361,-0.517815016,0.60458734,0.754860608
ENSMUSG00000035694,24.47728734,0.096014044,0.251335088,0.382016076,0.70244944,0.82480804
ENSMUSG00000035681,596.3291113,0.235509411,0.287045396,0.820460506,0.411953635,0.595694672
ENSMUSG00000074748,8105.609731,-0.140311735,0.041894792,-3.349145017,0.000810614,0.004119399
ENSMUSG00000050663,1762.720159,-0.208528256,0.065288041,-3.193973238,0.001403291,0.006594476
ENSMUSG00000112016,4.697051183,-0.757574015,0.508467652,-1.489915851,0.136246363,0.275581638
ENSMUSG00000006764,118.5026986,1.179873499,0.701442328,1.682067723,0.092555708,0.206919775
ENSMUSG00000020130,2562.295308,-0.01794356,0.056541083,-0.317354378,0.750974721,0.855672501
ENSMUSG00000111964,2.969269092,0.075849824,0.587839089,0.12903161,0.897332637,0.943377011
ENSMUSG00000020132,3321.119266,-0.021251947,0.04462266,-0.476259085,0.63388981,0.777081144
ENSMUSG00000069520,1153.050158,0.091396341,0.040811549,2.239472462,0.025125191,0.074165842
ENSMUSG00000020137,1042.319385,-0.437183179,0.077516751,-5.639854281,1.70E-08,3.09E-07
ENSMUSG00000034163,3371.736287,0.045220423,0.096147089,0.470325446,0.63812252,0.780515114
ENSMUSG00000020140,584.5723731,-0.144115647,0.085549495,-1.684587946,0.092068099,0.206118749
ENSMUSG00000092210,27.09225318,-0.821725064,0.199066342,-4.127895529,3.66E-05,0.000285872
ENSMUSG00000034127,55.69114137,0.121794422,0.181685749,0.670357596,0.502629859,0.673761279
ENSMUSG00000020151,4723.010895,-0.113857037,0.048020985,-2.370985045,0.017740749,0.05588514
ENSMUSG00000121803,0.269462612,-1.95196986,2.158468812,-0.904330815,0.365820012,NA
ENSMUSG00000020154,1749.818479,-0.078181078,0.089358151,-0.874918257,0.381618384,0.566070821
ENSMUSG00000054934,1900.073359,0.119323089,0.076297996,1.563908557,0.117839045,0.247685242
ENSMUSG00000020164,6.214539775,0.059158014,0.484631803,0.122067957,0.902845199,0.946166076
ENSMUSG00000085837,125.0566997,0.171098016,0.119442046,1.432477266,0.15200728,0.298722351
ENSMUSG00000020166,4463.495117,0.049075523,0.047290745,1.037740539,0.299390866,0.480888139
ENSMUSG00000052291,0.177162258,-0.407843499,2.748397505,-0.148393199,0.882032467,NA
ENSMUSG00000052291,387.4653204,0.61037945,0.094739952,6.442682665,1.17E-10,3.34E-09
ENSMUSG00000100198,0.041956929,0,3.777781541,0,1,NA
ENSMUSG00000034057,9.403935464,-1.701803827,0.392591779,-4.334792316,1.46E-05,0.000128345
ENSMUSG00000064181,1573.47767,0.08556615,0.039001055,2.193944509,0.028239399,0.08136949
ENSMUSG00000112627,29.75602685,0.327134983,0.180596867,1.811410069,0.070077399,0.166744665
ENSMUSG00000112627,1.322216381,2.590871169,0.998227888,2.595470633,0.009446147,0.033282845
ENSMUSG00000111966,2.642236018,-0.259722459,0.616393631,-0.421358116,0.673493598,0.805174061
ENSMUSG00000020169,20.24779997,0.800925283,0.344834975,2.322633554,0.020198847,0.06219632
ENSMUSG00000060187,1.320529817,3.563559543,1.069341892,3.332479134,0.000860759,0.004344681
ENSMUSG00000034024,5582.06215,0.074818353,0.040672703,1.839522509,0.06583837,0.159138236
ENSMUSG00000020170,2912.507266,0.125392454,0.053930431,2.325077913,0.020067794,0.061840568
ENSMUSG00000020171,1000.9216,-0.106061457,0.051177434,-2.072426224,0.03822571,0.103601986
ENSMUSG00000020177,0.164273494,0.416544591,2.805742442,0.14846145,0.881978607,NA
ENSMUSG00000069516,369.4041082,0.23337964,0.127141518,1.835589535,0.066418386,0.160122695
ENSMUSG00000069515,1.348629616,1.371727582,0.926263808,1.480925381,0.138626459,0.279016646
ENSMUSG00000055531,10428.67145,-0.042416583,0.100876757,-0.420479253,0.674135382,0.805629383
ENSMUSG00000020183,665.7911878,0.043325062,0.09471084,0.457445648,0.647350761,0.787051596
ENSMUSG00000020184,2086.899726,-0.017177153,0.066775087,-0.25723895,0.796994317,0.884008475
ENSMUSG00000060181,1350.615206,-0.037149472,0.042021054,-0.884068074,0.376659466,0.561144903
ENSMUSG00000052798,797.2507056,0.122080458,0.047215015,2.585627846,0.009720182,0.034132699
ENSMUSG00000052681,2813.054439,-0.13275268,0.046485922,-2.855760924,0.004293383,0.017154877
ENSMUSG00000112500,0.452365829,0.05049019,1.89119996,0.026697436,0.978701058,NA
ENSMUSG00000020212,436.8993874,-0.058057877,0.059059815,-0.983035196,0.325590117,0.509613753
ENSMUSG00000074695,202.1946292,0.153975942,0.09796114,1.57180634,0.115995471,0.24476672
ENSMUSG00000112216,1.361847052,0.714550097,0.898817332,0.794989228,0.426619768,0.609566073
ENSMUSG00000112135,0.614800346,0.916766892,1.513657134,0.60566351,0.54473822,NA
ENSMUSG00000112614,0.468653928,1.241084417,1.714703345,0.723789582,0.469194926,NA
ENSMUSG00000112252,0.132907596,-0.407842127,3.777781541,-0.107958102,0.914028927,NA
