"","pathway","pathway_name","size","coverage","min_alpha_eBH","min_alpha_BY","min_alpha_Su","TDP","TDP_pvalue"
"110","mmu01240","Biosynthesis of cofactors",117,0.764705882352941,1,1,0.999053955078125,0.0170940170940171,1
"111","mmu01250","Biosynthesis of nucleotide sugars",34,0.894736842105263,1,1,0.999542236328125,0,1
"112","mmu01320",NA,2,1,1,1,0.999969482421875,0,1
"113","mmu01521","EGFR tyrosine kinase inhibitor resistance",77,0.9625,1,1,0.999237060546875,0.025974025974026,1
"114","mmu01522","Endocrine resistance",87,0.935483870967742,1,1,0.999725341796875,0,1
"115","mmu01523","Antifolate resistance",24,0.857142857142857,1,1,0.999114990234375,0.0416666666666667,1
"116","mmu01524","Platinum drug resistance",72,0.888888888888889,1,1,0.999969482421875,0,1
"117","mmu02010","ABC transporters",34,0.586206896551724,1,1,0.999542236328125,0.0294117647058824,1
"118","mmu03008","Ribosome biogenesis in eukaryotes",75,0.490196078431373,1,1,0.999664306640625,0,1
"119","mmu03010","Ribosome",187,0.570121951219512,1,1,0.999969482421875,0,1
"120","mmu03013","Nucleocytoplasmic transport",107,0.906779661016949,1,1,0.999969482421875,0,1
"121","mmu03015","mRNA surveillance pathway",93,0.894230769230769,1,1,0.999969482421875,0,1
"122","mmu03018","RNA degradation",76,0.91566265060241,1,1,0.999176025390625,0.0133333333333333,1
"123","mmu03020","RNA polymerase",32,1,1,1,0.999969482421875,0,1
"124","mmu03022","Basal transcription factors",41,0.931818181818182,1,1,0.999969482421875,0,1
"125","mmu03030","DNA replication",35,0.972222222222222,1,1,0.999969482421875,0,1
"126","mmu03040",NA,226,0.214421252371917,1,1,0.999969482421875,0,1
"127","mmu03050","Proteasome",44,0.936170212765957,1,1,0.999969482421875,0,1
"128","mmu03060","Protein export",34,0.80952380952381,1,1,0.999969482421875,0,1
"129","mmu03082","ATP-dependent chromatin remodeling",110,0.814814814814815,1,1,0.999847412109375,0,1
"130","mmu03083","Polycomb repressive complex",81,0.920454545454545,1,1,0.999969482421875,0,1
"131","mmu03250","Viral life cycle - HIV-1",52,0.825396825396825,1,1,0.999786376953125,0,1
"132","mmu03260","Virion - Human immunodeficiency virus",2,0.2,1,1,0.999969482421875,0,1
"133","mmu03264","Virion - Flavivirus and Alphavirus",3,0.230769230769231,1,1,0.999969482421875,0,1
"134","mmu03265","Virion - Ebolavirus, Lyssavirus and Morbillivirus",6,0.352941176470588,1,1,0.999969482421875,0,1
"135","mmu03267",NA,4,1,1,1,0.999969482421875,0,1
"136","mmu03271",NA,1,0.5,1,1,0.999969482421875,0,1
"137","mmu03272","Virion - Hepatitis viruses",33,0.647058823529412,1,1,0.999542236328125,0.0303030303030303,1
"138","mmu03273","Virion - Lassa virus and SFTS virus",9,0.428571428571429,1,1,0.999969482421875,0,1
"139","mmu03320","PPAR signaling pathway",53,0.595505617977528,1,1,0.999847412109375,0,1
"140","mmu03410","Base excision repair",44,0.936170212765957,1,1,0.999969482421875,0,1
"141","mmu03420","Nucleotide excision repair",57,0.982758620689655,1,1,0.999969482421875,0,1
"142","mmu03430","Mismatch repair",23,1,1,1,0.999969482421875,0,1
"143","mmu03440","Homologous recombination",40,0.952380952380952,1,1,0.999664306640625,0.025,1
"144","mmu03460","Fanconi anemia pathway",52,1,1,1,0.999237060546875,0.0192307692307692,1
"145","mmu04010","MAPK signaling pathway",251,0.839464882943144,1,1,0.998626708984375,0.0159362549800797,1
"146","mmu04012","ErbB signaling pathway",79,0.94047619047619,1,1,0.999908447265625,0,1
"147","mmu04014","Ras signaling pathway",199,0.839662447257384,1,1,0.999664306640625,0.0100502512562814,1
"148","mmu04015","Rap1 signaling pathway",182,0.850467289719626,1,1,0.999237060546875,0.0164835164835165,1
"149","mmu04020","Calcium signaling pathway",181,0.709803921568627,1,1,0.999420166015625,0.0165745856353591,1
"150","mmu04022","cGMP-PKG signaling pathway",128,0.744186046511628,1,1,0.999969482421875,0,1
"151","mmu04024","cAMP signaling pathway",159,0.709821428571429,1,1,0.999481201171875,0.00632911392405063,1
"152","mmu04060","Cytokine-cytokine receptor interaction",117,0.397959183673469,1,1,0.999664306640625,0.0172413793103448,1
"153","mmu04061","Viral protein interaction with cytokine and cytokine receptor",23,0.242105263157895,1,1,0.998931884765625,0,1
"154","mmu04062","Chemokine signaling pathway",124,0.639175257731959,1,1,0.999725341796875,0.00813008130081301,1
"155","mmu04064","NF-kappa B signaling pathway",80,0.747663551401869,1,1,0.999908447265625,0.0125,1
"156","mmu04066","HIF-1 signaling pathway",99,0.846153846153846,1,1,0.998687744140625,0.0408163265306122,1
"157","mmu04068","FoxO signaling pathway",114,0.857142857142857,1,1,0.999847412109375,0,1
"158","mmu04070","Phosphatidylinositol signaling system",88,0.916666666666667,1,1,0.999908447265625,0,1
"159","mmu04071","Sphingolipid signaling pathway",111,0.847328244274809,1,1,0.999847412109375,0.00900900900900901,1
"160","mmu04072","Phospholipase D signaling pathway",123,0.825503355704698,1,1,0.999847412109375,0,1
"161","mmu04080","Neuroactive ligand-receptor interaction",144,0.366412213740458,1,1,0.999908447265625,0.00694444444444444,1
"162","mmu04081","Hormone signaling",121,0.55,1,1,0.999847412109375,0,1
"163","mmu04082","Neuroactive ligand signaling",105,0.535714285714286,1,1,0.999969482421875,0,1
"164","mmu04110","Cell cycle",153,0.974522292993631,1,1,0.999908447265625,0.0065359477124183,1
"165","mmu04114","Oocyte meiosis",107,0.869918699186992,1,1,0.999969482421875,0,1
"166","mmu04115","p53 signaling pathway",72,0.96,1,1,0.998443603515625,0.0277777777777778,1
"167","mmu04120","Ubiquitin mediated proteolysis",142,0.91025641025641,1,1,0.999969482421875,0,1
"168","mmu04130","SNARE interactions in vesicular transport",29,0.852941176470588,1,1,0.999969482421875,0,1
"169","mmu04136","Autophagy - other",31,0.96875,1,1,0.999969482421875,0,1
"170","mmu04137","Mitophagy - animal",97,0.96039603960396,1,1,0.999786376953125,0.0103092783505155,1
"171","mmu04140","Autophagy - animal",158,0.946107784431138,1,1,0.998687744140625,0.0253164556962025,1
"172","mmu04141","Protein processing in endoplasmic reticulum",163,0.905555555555556,1,1,0.999969482421875,0,1
"173","mmu04142","Lysosome biogenesis",232,0.913385826771654,1,1,0.999420166015625,0.0129310344827586,1
"174","mmu04144","Endocytosis",236,0.880597014925373,1,1,0.999908447265625,0.0127659574468085,1
"175","mmu04145","Phagocytosis",184,0.60327868852459,1,1,0.999237060546875,0.0108695652173913,1
"176","mmu04146","Peroxisome",75,0.862068965517241,1,1,0.999969482421875,0,1
"177","mmu04148","Efferocytosis",127,0.779141104294479,1,1,0.999481201171875,0.0078740157480315,1
"178","mmu04150","mTOR signaling pathway",142,0.89873417721519,1,1,0.999359130859375,0.0211267605633803,1
"179","mmu04151","PI3K-Akt signaling pathway",272,0.739130434782609,1,1,0.999542236328125,0.0110294117647059,1
"180","mmu04152","AMPK signaling pathway",106,0.834645669291339,1,1,0.999969482421875,0,1
"181","mmu04156","Integrated stress response (ISR) signaling pathway",50,0.735294117647059,1,1,0.999176025390625,0.0204081632653061,1
"182","mmu04211","Longevity regulating pathway",79,0.877777777777778,1,1,0.999298095703125,0,1
"183","mmu04213","Longevity regulating pathway - multiple species",54,0.885245901639344,1,1,0.998443603515625,0,1
"184","mmu04215","Apoptosis - multiple species",32,1,1,1,0.999969482421875,0,1
"185","mmu04217","Necroptosis",127,0.717514124293785,1,1,0.999725341796875,0.0078740157480315,1
"186","mmu04218","Cellular senescence",154,0.850828729281768,1,1,0.999237060546875,0.0130718954248366,1
"187","mmu04260","Cardiac muscle contraction",69,0.775280898876405,1,1,0.999969482421875,0,1
"188","mmu04261","Adrenergic signaling in cardiomyocytes",120,0.769230769230769,1,1,0.999969482421875,0,1
"189","mmu04270","Vascular smooth muscle contraction",94,0.652777777777778,1,1,0.999969482421875,0,1
"190","mmu04310","Wnt signaling pathway",154,0.860335195530726,1,1,0.999664306640625,0.012987012987013,1
"191","mmu04330","Notch signaling pathway",59,0.921875,1,1,0.999420166015625,0.0338983050847458,1
"192","mmu04340","Hedgehog signaling pathway",50,0.862068965517241,1,1,0.999176025390625,0,1
"193","mmu04350","TGF-beta signaling pathway",93,0.830357142857143,1,1,0.999786376953125,0.021505376344086,1
"194","mmu04360","Axon guidance",162,0.895027624309392,1,1,0.999847412109375,0,1
"195","mmu04370","VEGF signaling pathway",55,0.948275862068966,1,1,0.999359130859375,0.0181818181818182,1
"196","mmu04371","Apelin signaling pathway",109,0.778571428571429,1,1,0.999603271484375,0.00925925925925926,1
"197","mmu04380","Osteoclast differentiation",101,0.765151515151515,1,1,0.998748779296875,0.0198019801980198,1
"198","mmu04390","Hippo signaling pathway",134,0.848101265822785,1,1,0.999542236328125,0.0300751879699248,1
"199","mmu04392","Hippo signaling pathway - multiple species",25,0.925925925925926,1,1,0.999969482421875,0,1
"200","mmu04510","Focal adhesion",171,0.846534653465347,1,1,0.999725341796875,0.0117647058823529,1
"201","mmu04512","ECM-receptor interaction",58,0.651685393258427,1,1,0.998626708984375,0.0172413793103448,1
"202","mmu04514","Cell adhesion molecule (CAM) interaction",95,0.53072625698324,1,1,0.999969482421875,0.0105263157894737,1
"203","mmu04517","IgSF CAM signaling",230,0.766666666666667,1,1,0.999969482421875,0.00434782608695652,1
"204","mmu04518","Integrin signaling",120,0.784313725490196,1,1,0.999114990234375,0.025,1
"205","mmu04519","Cadherin signaling",276,0.666666666666667,1,1,0.999542236328125,0.0181818181818182,1
"206","mmu04520","Adherens junction",86,0.934782608695652,1,1,0.999969482421875,0,1
"207","mmu04530","Tight junction",140,0.828402366863905,1,1,0.999969482421875,0,1
"208","mmu04540","Gap junction",73,0.848837209302326,1,1,0.999114990234375,0.0136986301369863,1
"209","mmu04610","Complement and coagulation cascades",40,0.421052631578947,1,1,0.998748779296875,0.05,1
"210","mmu04611","Platelet activation",100,0.793650793650794,1,1,0.999786376953125,0,1
"211","mmu04612","Antigen processing and presentation",51,0.593023255813954,1,1,0.999237060546875,0,1
"212","mmu04613","Neutrophil extracellular trap formation",145,0.69377990430622,1,1,0.999420166015625,0,1
"213","mmu04614","Renin-angiotensin system",13,0.361111111111111,1,1,0.999969482421875,0,1
"214","mmu04620","Toll-like receptor signaling pathway",72,0.692307692307692,1,1,0.999908447265625,0.0138888888888889,1
"215","mmu04621","NOD-like receptor signaling pathway",128,0.60377358490566,1,1,0.999237060546875,0.015625,1
"216","mmu04622","RIG-I-like receptor signaling pathway",48,0.657534246575342,1,1,0.999786376953125,0.0208333333333333,1
"217","mmu04623","Cytosolic DNA-sensing pathway",53,0.646341463414634,1,1,0.999847412109375,0.0188679245283019,1
"218","mmu04625","C-type lectin receptor signaling pathway",80,0.714285714285714,1,1,0.999664306640625,0.0125,1
"219","mmu04630","JAK-STAT signaling pathway",102,0.596491228070175,1,1,0.999969482421875,0.00980392156862745,1
"220","mmu04640","Hematopoietic cell lineage",44,0.473118279569892,1,1,0.998931884765625,0,1
"221","mmu04650","Natural killer cell mediated cytotoxicity",68,0.581196581196581,1,1,0.999542236328125,0,1
"222","mmu04657","IL-17 signaling pathway",57,0.587628865979381,1,1,0.999359130859375,0.0350877192982456,1
"223","mmu04658","Th1 and Th2 cell differentiation",67,0.761363636363636,1,1,0.999542236328125,0.0298507462686567,1
"224","mmu04659","Th17 cell differentiation",79,0.752380952380952,1,1,0.999908447265625,0.0126582278481013,1
"225","mmu04660","T cell receptor signaling pathway",99,0.811475409836066,1,1,0.999786376953125,0.0101010101010101,1
